ADMINLINK,EMPLOYEE,WAVE,SCWM_CWH,RMZFN,STUDYGROUP,CONDITION,SCEM_DISTI,SCEM_STRSI,SCWM_FTWCI,SCWM_WTFCI,SCWM_TIMEALLI
T0215,0,4,4.0,1,1,1,13.0, ,2.4,3.0,3.666666666667
T0216,1,1,5.0,1,8,1,11.0,9,1.0,1.0,4.285714285714
T0216,1,2,5.0,1,8,1,7.0,5,1.0,1.0,4.285714285714
T0216,1,3,5.0,1,8,1,8.0,5,1.0,1.0,4.857142857143
T0216,1,4,5.0,1,8,1,13.0,12,1.0,1.2,4.142857142857
T0217,1,1,3.625, ,27,1,9.0,6,1.4,2.2,3.666666666667
T0217,1,2,3.75, ,27,1,6.0,5,2.0,2.2,4
T0217,1,4,4.25, ,27,1,7.0,6,2.0,2.0,4
T0218,1,1,3.25, ,27,1,10.0,5,3.0,3.2,2.666666666667
T0218,1,2,3.625, ,27,1,12.0,7,2.2,3.8,2.333333333333
T0218,1,3,4.25, ,27,1,7.0,5,2.0,3.0,3
T0218,1,4,3.5, ,27,1,11.0,5,2.2,2.2,3
T0219,1,1,4.875, ,27,1,14.0,12,2.6,2.4,3.333333333333
T0219,1,2,4.375, ,27,1,15.0,11,2.4,2.2,4
T0219,1,3,4.0, ,27,1,17.0,12,2.8,3.2,4
T0219,1,4,3.375, ,27,1,18.0,12,2.8,3.0,3.142857142857
T0220,1,1,3.125, ,27,1,15.0,12,1.0,2.8,4
T0220,1,2,2.875, ,27,1,14.0,8,1.0,3.6,3.333333333333
T0220,1,3,3.625, ,27,1,25.0,17,2.0,4.0,2.666666666667
T0220,1,4,3.875, ,27,1,24.0,18,1.6,2.2,3.666666666667
T0221,1,1,-8.0, ,27,1,9.0,5,2.2,2.2,3
T0221,1,2,-8.0, ,27,1,14.0,11,1.0,4.2,3.5
T0221,1,3,3.125, ,27,1,13.0,10,2.4,4.6,4
T0222,1,1,2.25, ,27,1,15.0,13,2.0,2.8,2.714285714286
T0222,1,2,-8.0, ,27,1,13.0,13,1.8,3.8,3
T0222,1,3,-8.0, ,27,1,9.0,8,1.8,3.0,3.285714285714
T0222,1,4,-8.0, ,27,1,11.0,12,1.6,2.8,3.714285714286
T0223,1,1,4.625, ,27,1,9.0,8,2.0,2.0,2.5
T0223,1,2,4.125, ,27,1,12.0,8,2.0,2.0,2.5
T0223,1,3,-8.0, ,27,1,11.0,9,2.0,2.0,2
T0224,1,1,4.875, ,27,1,8.0,7,2.0,2.0,3.666666666667
T0224,1,2,-8.0, ,27,1,9.0,7,2.0,2.0,3.333333333333
T0224,1,3,-8.0, ,27,1,10.0,7,2.0,2.0,3.666666666667
T0224,1,4,4.25, ,27,1,7.0,5,2.0,2.0,3.666666666667
T0225,0,1,3.75,1,31,1,10.0, ,1.4,1.6,3.5
T0225,0,2,4.125,1,31,1,8.0, ,2.0,2.0,3.666666666667
T0225,0,3,4.0,1,31,1,11.0, ,2.0,2.4,3.857142857143
T0225,0,4,3.75,1,31,1,7.0, ,2.0,3.2,3.666666666667
T0226,1,1,3.25,1,31,1,13.0,10,2.4,3.8,3.428571428571
T0226,1,2,3.625,1,31,1,21.0,14,2.6,3.8,3.142857142857
T0226,1,3,4.25,1,31,1,15.0,12,3.4,4.0,3.428571428571
T0226,1,4,4.125,1,31,1,16.0,12,2.2,2.6,3.5
T0227,1,1,4.625,1,31,1,15.0,12,3.8,3.2,3
T0227,1,2,4.25,1,31,1,18.0,12,2.0,3.8,3
T0227,1,3,4.375,1,31,1,16.0,12,2.2,4.2,3.5
T0227,1,4,3.75,1,31,1,20.0,14,2.0,3.6,3.5
T0228,1,1,-8.0,1,31,1,14.0,7,2.0,2.4,4.571428571429
T0228,1,2,4.75,1,31,1,12.0,10,1.6,2.4,5
T0228,1,3,4.75,1,31,1,11.0,9,2.0,2.0,4.571428571429
T0228,1,4,4.625,1,31,1,12.0,8,2.0,2.0,4.714285714286
T0229,1,1,3.875,1,31,1,9.0,6,2.0,3.6,3.857142857143
T0229,1,2,4.125,1,31,1,9.0,9,2.0,3.6,3.571428571429
T0229,1,3,4.125,1,31,1,12.0,13,3.8,3.6,3.714285714286
T0229,1,4,3.5,1,31,1,9.0,12,3.6,3.8,3.285714285714
T0230,1,1,-8.0,1,31,1,8.0,8,2.0,2.2,3.666666666667
T0230,1,2,4.125,1,31,1,8.0,8,2.0,2.0,4.142857142857
T0230,1,3,4.25,1,31,1,9.0,8,2.0,3.4,4
T0230,1,4,4.0,1,31,1,8.0,7,2.0,2.2,3.857142857143
T0231,1,1,2.625,1,31,1,7.0,11,2.0,4.0,3.428571428571
T0231,1,2,4.0,1,31,1,8.0,10,3.2,3.8,3.428571428571
T0231,1,3,4.125,1,31,1,7.0,8,2.0,4.0,3.571428571429
T0231,1,4,3.5,1,31,1,7.0,7,2.2,4.0,4
T0232,0,1,3.75,1,5,1,11.0, ,1.6,3.0,3.285714285714
T0233,1,1,3.5,1,5,1,11.0,9,2.6,3.0,4
T0233,1,2,4.375,1,5,1,11.0,8,2.0,2.6,4.428571428571
T0233,1,3,4.25,1,5,1,9.0,6,2.6,2.6,4.142857142857
T0233,1,4,3.875,1,5,1,9.0,9,2.4,2.4,4.142857142857
T0234,1,1,2.75,1,5,1,6.0,7,1.8,3.2,3.142857142857
T0234,1,2,3.25,1,5,1,8.0,5,1.6,3.2,3
T0234,1,3,3.5,1,5,1,9.0,6,2.2,3.0,3
T0234,1,4,3.125,1,5,1,7.0,6,1.8,3.2,3
T0235,1,1,3.0,1,5,1,14.0,12,2.0,3.0,3.571428571429
T0235,1,2,3.875,1,5,1,14.0,11,2.0,2.0,3.571428571429
T0235,1,3,3.25,1,5,1,17.0,12,2.0,2.0,3
T0235,1,4,3.5,1,5,1,18.0,12,2.0,2.0,3.571428571429
T0236,1,1,3.25,1,5,1,9.0,7,2.0,3.4,3.714285714286
T0236,1,2,3.125,1,5,1,10.0,5,2.2,3.2,4.142857142857
T0236,1,3,3.625,1,5,1,10.0,7,2.2,3.4,-8
T0236,1,4,3.5,1,5,1,10.0,9,2.2,3.6,-8
T0237,1,1,4.25,1,5,1,14.0,6,2.8,2.6,3.666666666667
T0237,1,2,-8.0,1,5,1,19.0,10,2.0,2.8,4.666666666667
T0237,1,3,4.0,1,5,1,10.0,9,1.8,2.4,4.333333333333
T0237,1,4,4.125,1,5,1,18.0,9,2.2,2.4,3.666666666667
T0238,1,1,3.25,1,5,1,9.0,10,2.2,4.2,3.666666666667
T0238,1,2,3.625,1,5,1,11.0,10,2.4,3.6,2.666666666667
T0238,1,3,3.625,1,5,1,9.0,7,3.0,4.0,3
T0238,1,4,-8.0,1,5,1,8.0,7,2.4,3.0,3
T0239,1,1,-8.0,1,5,1,8.0,6,1.8,2.4,2.666666666667
T0239,1,2,3.875,1,5,1,8.0,8,2.2,2.2,4
T0239,1,3,4.375,1,5,1,7.0,5,1.2,1.8,4.285714285714
T0239,1,4,4.0,1,5,1,8.0,8,1.8,2.4,-8
T0240,1,1,2.5,1,5,1,17.0,16,1.6,5.0,2.285714285714
T0240,1,2,2.25,1,5,1,15.0,13,2.0,4.6,2.857142857143
T0240,1,3,2.875,1,5,1,9.0,9,1.8,3.4,3
T0240,1,4,2.875,1,5,1,12.0,13,3.2,4.0,2.857142857143
T0241,1,1,2.375,1,5,1,11.0,7,1.2,1.4,3.714285714286
T0242,0,1,-8.0,1,31,1,19.0, ,2.0,4.6,3
T0242,0,2,-8.0,1,31,1,16.0, ,2.0,4.0,3
T0242,0,3,-8.0,1,31,1,14.0, ,2.2,4.0,3.142857142857
T0242,0,4,3.875,1,31,1,11.0, ,2.0,2.0,3.857142857143
T0243,1,1,3.75,1,31,1,8.0,9,2.0,2.0,3.333333333333
T0243,1,2,3.875,1,31,1,9.0,7,2.0,2.2,3
T0243,1,3,4.125,1,31,1,8.0,7,1.4,2.2,3.666666666667
T0243,1,4,4.25,1,31,1,8.0,7,2.0,2.0,3.333333333333
T0244,1,1,2.875,1,31,1,10.0,9,2.0,2.4,3.571428571429
T0244,1,3,3.125,1,31,1,16.0,11,2.0,3.0,2.857142857143
T0244,1,4,3.125,1,31,1,12.0,10,2.0,3.8,3
T0245,1,1,3.625,1,31,1,8.0,6,2.2,3.2,4
T0245,1,2,3.625,1,31,1,7.0,7,2.4,4.0,3.666666666667
T0245,1,3,3.5,1,31,1,8.0,7,2.8,3.2,4
T0245,1,4,4.125,1,31,1,8.0,6,2.2,3.2,4
T0246,0,1,3.25,1,31,1,8.0, ,2.0,2.8,3.666666666667
T0246,0,2,3.75,1,31,1,7.0, ,2.2,3.6,3
T0246,0,3,3.25,1,31,1,7.0, ,2.0,3.0,4
T0246,0,4,3.375,1,31,1,8.0, ,1.8,2.4,3.666666666667
T0247,1,1,3.625,1,31,1,11.0,8,2.0,2.2,4.166666666667
T0247,1,2,4.5,1,31,1,8.0,7,2.0,1.8,4.285714285714
T0247,1,3,4.75,1,31,1,6.0,5,2.0,2.0,4.285714285714
T0247,1,4,4.625,1,31,1,8.0,8,2.4,2.0,4
T0248,1,1,-8.0,1,31,1,12.0,6,1.4,2.6,3.5
T0248,1,2,-8.0,1,31,1,10.0,8,1.8,2.4,4
T0248,1,3,3.5,1,31,1,11.0,8,1.6,1.6,4
T0248,1,4,-8.0,1,31,1,11.0,8,1.6,1.6,4
T0249,1,1,-8.0,1,31,1,9.0,5,2.0,2.8,4
T0249,1,2,4.5,1,31,1,8.0,6,2.0,2.2,4
T0249,1,3,4.375,1,31,1,7.0,4,2.0,2.6,3.666666666667
T0249,1,4,-8.0,1,31,1,8.0,5,2.0,2.8,3.666666666667
T0250,1,1,4.0,1,31,1,9.0,8,3.6,3.2,4.142857142857
T0250,1,2,3.0,1,31,1,14.0,14,3.0,4.8,2.714285714286
T0251,0,1,3.5,1,31,1,9.0, ,1.6,4.0,4
T0251,0,2,-8.0,1,31,1,7.0, ,1.4,4.0,3.857142857143
T0251,0,3,3.75,1,31,1,7.0, ,1.0,4.2,4.142857142857
T0251,0,4,3.5,1,31,1,8.0, ,1.4,4.0,3.857142857143
T0252,1,1,3.125,1,31,1,9.0,10,2.6,4.0,3.571428571429
T0252,1,2,3.125,1,31,1,8.0,11,2.2,4.0,2.857142857143
T0252,1,3,3.25,1,31,1,8.0,10,2.0,5.0,3.571428571429
T0252,1,4,3.5,1,31,1,17.0,13,2.4,4.0,3
T0253,1,1,3.75,1,31,1,13.0,10,1.6,3.0,3.571428571429
T0253,1,2,3.5,1,31,1,12.0,9,2.0,2.4,3.428571428571
T0253,1,3,-8.0,1,31,1,10.0,7,1.4,3.2,3.714285714286
T0253,1,4,4.0,1,31,1,10.0,8,2.0,2.0,3.428571428571
T0254,0,1,2.25,2,47,1,15.0, ,2.0,3.8,3.333333333333
T0254,0,2,3.375,2,47,1,10.0, ,1.4,3.8,-8
T0254,0,3,3.0,2,47,1,10.0, ,2.0,4.2,3.142857142857
T0254,0,4,3.125,2,47,1,8.0, ,1.2,4.0,3.571428571429
T0255,1,1,3.375,2,47,1,9.0,4,1.0,1.0,3.428571428571
T0255,1,2,3.625,2,47,1,8.0,10,1.8,1.8,3.428571428571
T0255,1,3,3.625,2,47,1,9.0,7,2.4,2.6,3.714285714286
T0255,1,4,2.875,2,47,1,12.0,9,2.2,1.4,3.285714285714
T0256,1,1,-8.0,2,47,1,6.0,8,2.4,2.4,4
T0256,1,2,3.0,2,47,1,9.0,9,2.0,2.0,4
T0256,1,3,-8.0,2,47,1,10.0,9,2.6,3.0,4
T0256,1,4,-8.0,2,47,1,11.0,12,2.8,2.6,3.5
T0257,1,1,3.125,2,47,1,9.0,9,2.0,2.8,3.333333333333
T0257,1,2,3.375,2,47,1,10.0,9,2.0,4.0,3.666666666667
T0257,1,3,3.125,2,47,1,12.0,10,2.2,4.0,3
T0257,1,4,2.875,2,47,1,10.0,9,2.2,4.0,3.666666666667
T0258,1,1,4.375,2,47,1,6.0,4,2.0,2.0,4.285714285714
T0258,1,2,-8.0,2,47,1,7.0,5,2.0,2.0,4
T0258,1,3,4.375,2,47,1,6.0,4,2.0,2.0,4.142857142857
T0258,1,4,4.625,2,47,1,6.0,4,2.0,2.0,3.714285714286
T0259,1,1,2.375,2,47,1,14.0,10,2.4,3.0,3.333333333333
T0259,1,2,2.625,2,47,1,12.0,9,2.4,2.8,3.666666666667
T0259,1,3,3.5,2,47,1,14.0,9,2.6,3.0,3.333333333333
T0259,1,4,2.625,2,47,1,11.0,9,2.0,3.8,2.666666666667
T0260,1,1,4.125,2,47,1,14.0,8,2.4,2.4,4
T0260,1,2,4.5,2,47,1,10.0,9,2.0,2.4,3.857142857143
T0260,1,3,4.125,2,47,1,10.0,5,2.0,2.4,4
T0260,1,4,4.125,2,47,1,14.0,9,2.2,2.0,3.714285714286
T0261,1,1,4.375,2,47,1,7.0,7,2.0,2.0,4.5
T0261,1,2,4.25,2,47,1,7.0,8,2.4,2.0,4
T0261,1,3,-8.0,2,47,1,7.0,7,2.2,2.0,4
T0261,1,4,-8.0,2,47,1,7.0,7,2.0,2.2,4
T0262,1,1,4.75,2,47,1,7.0,6,2.0,2.0,3.285714285714
T0262,1,2,5.0,2,47,1,9.0,5,2.0,2.0,4.142857142857
T0262,1,3,4.875,2,47,1,11.0,8,2.0,2.0,3.571428571429
T0262,1,4,4.875,2,47,1,7.0,6,2.0,2.0,3.285714285714
T0263,1,1,3.125,2,47,1,11.0,8,2.0,3.2,3
T0263,1,2,3.75,2,47,1,7.0,4,1.2,2.2,4
T0263,1,3,4.25,2,47,1,10.0,5,1.8,2.0,4
T0263,1,4,3.375,2,47,1,9.0,6,1.8,2.0,3.857142857143
T0264,1,1,2.625,2,47,1,11.0,8,1.4,2.0,3.142857142857
T0264,1,2,3.625,2,47,1,12.0,10,1.0,2.2,3.428571428571
T0264,1,3,3.625,2,47,1,8.0,9,2.0,2.2,3.285714285714
T0264,1,4,3.25,2,47,1,7.0,8,1.0,2.4,3.142857142857
T0265,1,1,4.25,2,47,1,9.0,9,2.2,2.4,4
T0265,1,2,4.125,2,47,1,9.0,10,2.2,2.8,4
T0265,1,3,4.5,2,47,1,8.0,9,2.2,2.0,4
T0266,0,1,3.25,2,50,1,9.0, ,1.2,3.6,3.428571428571
T0266,0,2,4.125,2,50,1,8.0, ,2.0,2.4,3.857142857143
T0266,0,3,4.0,2,50,1,8.0, ,1.2,2.2,4.142857142857
T0266,0,4,4.0,2,50,1,11.0, ,1.0,4.0,3.714285714286
T0267,1,1,4.375,2,50,1,10.0,8,1.0,1.2,5
T0267,1,2,4.5,2,50,1,8.0,4,1.0,1.0,5
T0267,1,3,5.0,2,50,1,6.0,4,1.0,1.0,5
T0267,1,4,5.0,2,50,1,7.0,4,1.0,1.0,4.857142857143
T0268,0,1,3.25,1,36,1,8.0, ,2.0,2.6,4
T0268,0,2,3.0,1,36,1,8.0, ,2.0,2.6,3.666666666667
T0268,0,3,3.375,1,36,1,8.0, ,2.2,3.0,3.666666666667
T0268,0,4,3.25,1,36,1,8.0, ,3.0,2.0,3.666666666667
T0269,1,1,4.375,1,36,1,9.0,8,2.0,2.4,3.714285714286
T0269,1,2,4.375,1,36,1,10.0,10,2.0,2.8,3.714285714286
T0269,1,3,4.625,1,36,1,10.0,9,2.0,2.4,3.285714285714
T0269,1,4,4.5,1,36,1,13.0,9,2.0,2.6,3.714285714286
T0270,0,1,4.0,2,50,1,8.0, ,1.8,2.4,4
T0270,0,2,4.875,2,50,1,7.0, ,1.2,1.6,3.666666666667
T0270,0,3,4.75,2,50,1,8.0, ,2.0,2.2,3.666666666667
T0270,0,4,4.875,2,50,1,7.0, ,2.4,2.2,3.333333333333
T0271,1,1,4.125,2,50,1,9.0,8,2.8,3.4,3.714285714286
T0271,1,2,4.625,2,50,1,8.0,7,2.0,1.6,4.142857142857
T0271,1,3,4.625,2,50,1,7.0,6,1.8,1.6,4.142857142857
T0271,1,4,4.875,2,50,1,7.0,7,1.4,1.6,4.142857142857
T0272,0,1,4.125,1,36,1,10.0, ,2.0,2.2,3.833333333333
T0272,0,2,4.5,1,36,1,10.0, ,2.0,2.0,4
T0272,0,3,4.625,1,36,1,9.0, ,2.0,3.2,4
T0272,0,4,4.625,1,36,1,8.0, ,2.0,2.0,4
T0273,0,1,3.0,1,36,1,9.0, ,2.8,2.8,4
T0273,0,2,4.5,1,36,1,6.0, ,1.2,1.6,4.428571428571
T0273,0,3,3.875,1,36,1,8.0, ,3.8,4.2,3.857142857143
T0273,0,4,3.75,1,36,1,8.0, ,2.0,2.4,4
T0274,1,1,3.875,1,36,1,9.0,11,1.4,1.2,2.5
T0274,1,2,-8.0,1,36,1,10.0,9,1.6,1.4,3
T0275,0,1,4.375,2,47,1,7.0, ,2.4,2.8,3
T0275,0,2,5.0,2,47,1,6.0, ,2.0,2.4,3.666666666667
T0275,0,3,4.5,2,47,1,10.0, ,1.6,2.0,3.666666666667
T0275,0,4,4.375,2,47,1,10.0, ,1.6,1.8,3.333333333333
T0276,1,1,4.125,2,47,1,14.0,8,3.0,3.2,3.666666666667
T0276,1,2,4.375,2,47,1,8.0,6,2.0,2.0,4
T0276,1,3,4.625,2,47,1,10.0,5,2.4,2.0,4.333333333333
T0276,1,4,4.125,2,47,1,7.0,4,2.0,2.0,5
T0277,1,1,4.75,2,47,1,8.0,5,2.0,2.0,4.142857142857
T0277,1,2,4.75,2,47,1,6.0,5,2.0,2.0,4
T0277,1,3,5.0,2,47,1,6.0,4,2.0,2.0,4
T0277,1,4,5.0,2,47,1,6.0,4,2.0,2.0,4
T0278,1,1,3.375,2,47,1,6.0,5,2.0,2.0,4
T0279,1,1,4.25,2,47,1,14.0,6,1.0,3.6,3.666666666667
T0279,1,2,5.0,2,47,1,6.0,4,1.4,4.0,4
T0279,1,3,4.5,2,47,1,6.0,4,1.0,3.8,4
T0279,1,4,4.375,2,47,1,6.0,4,1.0,2.4,5
T0280,1,1,-8.0,2,47,1,6.0,6,2.0,2.0,3.666666666667
T0280,1,2,4.875,2,47,1,6.0,6,2.0,2.0,4.333333333333
T0280,1,3,-8.0,2,47,1,8.0,7,2.0,2.2,-8
T0280,1,4,4.0,2,47,1,7.0,4,2.0,2.2,4.285714285714
T0281,1,1,2.25,2,47,1,11.0,9,3.0,5.0,3.5
T0281,1,2,4.25,2,47,1,10.0,6,1.0,1.6,4
T0281,1,3,3.875,2,47,1,12.0,8,1.0,1.4,4
T0281,1,4,3.375,2,47,1,10.0,7,1.0,2.0,4
T0282,1,1,4.125,2,47,1,13.0,12,2.0,2.2,4.166666666667
T0282,1,2,4.625,2,47,1,16.0,11,2.0,1.4,4
T0282,1,3,4.25,2,47,1,17.0,13,3.0,3.8,-8
T0282,1,4,4.375,2,47,1,17.0,15,3.0,3.6,4
T0283,1,1,3.5,2,47,1,11.0,10,2.0,3.0,3
T0284,1,1,2.5,2,47,1,9.0,10,2.0,2.0,3.333333333333
T0284,1,2,3.5,2,47,1,7.0,9,1.4,2.2,4
T0285,1,1,4.0,2,47,1,7.0,9,2.0,3.0,3.666666666667
T0285,1,2,4.5,2,47,1,10.0,7,1.0,1.6,3.333333333333
T0285,1,3,3.875,2,47,1,7.0,7,2.0,2.0,4
T0285,1,4,3.875,2,47,1,8.0,8,1.2,1.6,3
T0286,1,1,4.0,2,47,1,9.0,5,1.2,2.4,4.285714285714
T0286,1,2,4.375,2,47,1,11.0,7,1.6,2.2,4.285714285714
T0286,1,3,4.125,2,47,1,7.0,6,1.6,2.0,3.714285714286
T0286,1,4,4.5,2,47,1,8.0,6,1.0,1.2,4.428571428571
T0287,1,1,4.25,2,47,1,7.0,8,2.0,2.0,4
T0287,1,2,4.25,2,47,1,8.0,8,1.8,3.4,4
T0287,1,3,4.0,2,47,1,8.0,5,1.8,2.4,3.5
T0287,1,4,4.25,2,47,1,7.0,6,1.6,2.0,4
T0288,0,1,4.375,2,50,1,8.0, ,1.6,2.6,3.857142857143
T0288,0,2,4.375,2,50,1,8.0, ,1.6,2.6,4.428571428571
T0288,0,3,4.125,2,50,1,7.0, ,1.2,2.0,4.142857142857
T0288,0,4,4.375,2,50,1,8.0, ,1.0,1.4,4.571428571429
T0289,1,1,3.25,2,50,1,9.0,5,2.2,2.2,4.428571428571
T0290,0,1,3.0,2,47,1,13.0, ,2.0,4.2,3
T0290,0,2,3.5,2,47,1,14.0, ,2.6,4.0,3
T0290,0,3,3.625,2,47,1,20.0, ,2.6,3.4,3.333333333333
T0290,0,4,4.0,2,47,1,9.0, ,3.0,3.0,3.333333333333
T0291,1,1,4.25,2,47,1,12.0,5,2.2,3.6,4
T0291,1,2,4.125,2,47,1,10.0,6,2.2,3.6,4
T0291,1,3,4.0,2,47,1,8.0,6,2.0,2.8,4
T0291,1,4,4.375,2,47,1,11.0,8,2.0,2.0,4
T0292,1,1,4.5,2,47,1,10.0,8,2.2,3.4,4.666666666667
T0292,1,2,4.5,2,47,1,9.0,4,1.0,1.8,4.333333333333
T0292,1,3,5.0,2,47,1,10.0,5,2.0,2.0,4
T0292,1,4,4.75,2,47,1,10.0,6,2.0,2.0,5
T0293,1,1,3.75,2,50,1,11.0,7,2.2,3.8,3.333333333333
T0293,1,3,4.375,2,50,1,8.0,6,2.0,3.2,3.333333333333
T0293,1,4,3.25,2,50,1,9.0,7,2.0,2.8,3.666666666667
T0294,1,1,2.875,2,50,1,9.0,8,2.0,3.2,3.571428571429
T0294,1,2,3.75,2,50,1,9.0,8,1.0,3.2,4.142857142857
T0294,1,3,3.5,2,50,1,11.0,7,2.0,2.8,4.142857142857
T0294,1,4,4.0,2,50,1,9.0,8,1.6,3.2,3.857142857143
T0295,0,1,3.375,1,36,1,8.0, ,1.6,2.6,3.333333333333
T0295,0,2,3.5,1,36,1,7.0, ,2.0,2.0,3
T0295,0,3,-8.0,1,36,1,10.0, ,2.0,2.6,2.666666666667
T0295,0,4,4.0,1,36,1,7.0, ,1.0,2.2,3.333333333333
T0296,1,1,4.25,1,36,1,10.0,9,2.0,2.6,4.571428571429
T0296,1,2,4.625,1,36,1,12.0,9,2.0,2.6,4.142857142857
T0296,1,3,3.875,1,36,1,10.0,12,2.0,3.0,4.285714285714
T0296,1,4,4.125,1,36,1,18.0,12,2.4,3.4,4.857142857143
T0297,1,1,-8.0,1,36,1,8.0,5,1.8,3.8,3.285714285714
T0297,1,2,5.0,1,36,1,9.0,8,1.6,2.8,3.285714285714
T0297,1,3,4.75,1,36,1,8.0,5,2.0,2.4,4
T0297,1,4,4.875,1,36,1,9.0,7,1.0,2.4,3.714285714286
T0298,0,1,3.0,2,50,1,10.0, ,1.4,4.6,3
T0298,0,2,3.625,2,50,1,9.0, ,2.0,3.8,3.428571428571
T0298,0,3,3.875,2,50,1,14.0, ,2.2,1.8,4.285714285714
T0298,0,4,3.75,2,50,1,14.0, ,2.2,4.2,3.428571428571
T0299,1,1,2.875,2,50,1,9.0,9,1.8,2.8,4
T0299,1,2,3.625,2,50,1,8.0,5,2.0,2.4,3
T0299,1,3,-8.0,2,50,1,8.0,6,2.0,2.6,3.666666666667
T0299,1,4,3.375,2,50,1,8.0,8,2.2,3.0,3
T0300,0,1,3.625,2,50,1,10.0, ,2.2,3.6,3.333333333333
T0300,0,2,3.625,2,50,1,8.0, ,2.0,3.0,3.333333333333
T0300,0,3,3.75,2,50,1,10.0, ,2.0,2.6,3
T0300,0,4,3.875,2,50,1,11.0, ,2.2,3.4,3.666666666667
T0301,1,1,4.375,2,50,1,15.0,8,2.2,3.4,4
T0301,1,3,4.0,2,50,1,12.0,9,2.2,2.4,3.666666666667
T0302,1,1,3.75,2,50,1,8.0,9,2.6,3.2,3.571428571429
T0302,1,2,3.75,2,50,1,10.0,10,2.8,3.6,3.571428571429
T0302,1,3,3.375,2,50,1,10.0,8,3.6,3.6,3.714285714286
T0303,1,1,4.0,2,50,1,9.0,9,2.6,4.2,4.142857142857
T0303,1,2,3.5,2,50,1,14.0,10,2.6,3.6,-8
T0303,1,3,-8.0,2,50,1,9.0,10,2.2,3.0,4.166666666667
T0303,1,4,3.375,2,50,1,11.0,13,2.6,3.8,-8
T0304,1,1,3.375,2,50,1,11.0,8,2.0,4.8,3.285714285714
T0304,1,2,3.375,2,50,1,11.0,11,2.2,4.0,3.285714285714
T0304,1,3,3.375,2,50,1,9.0,9,2.0,4.0,2.714285714286
T0304,1,4,3.25,2,50,1,11.0,8,2.0,4.0,3
T0305,1,1,2.375,2,50,1,12.0,10,2.0,3.8,3.285714285714
T0305,1,2,2.625,2,50,1,9.0,10,2.4,3.8,3.142857142857
T0305,1,3,2.25,2,50,1,16.0,13,2.4,4.0,2.857142857143
T0305,1,4,2.625,2,50,1,10.0,10,2.2,3.8,3.142857142857
T0306,1,1,3.375,2,50,1,9.0,6,2.0,3.8,4
T0306,1,2,3.75,2,50,1,9.0,7,2.0,2.2,4
T0306,1,3,3.875,2,50,1,8.0,5,2.0,2.4,4
T0307,1,1,4.0,2,50,1,8.0,5,2.2,2.6,4
T0308,1,1,3.5,2,50,1,8.0,6,2.4,3.8,3.5
T0308,1,2,3.375,2,50,1,8.0,9,1.8,3.4,2
T0308,1,3,3.25,2,50,1,6.0,7,2.0,3.4,2.5
T0308,1,4,3.75,2,50,1,9.0,7,1.2,3.2,3
T0309,1,1,1.375,2,50,1,11.0,8,2.6,5.0,3.142857142857
T0309,1,3,2.375,2,50,1,11.0,8,1.8,3.6,3.285714285714
T0309,1,4,2.5,2,50,1,10.0,7,4.0,4.0,3
T0310,1,1,3.375,2,50,1,10.0,9,2.4,4.4,3.571428571429
T0310,1,2,4.625,2,50,1,9.0,8,1.8,3.2,3.333333333333
T0310,1,3,4.125,2,50,1,8.0,9,2.0,3.4,3.333333333333
T0310,1,4,3.625,2,50,1,9.0,10,2.2,3.6,3
T0311,0,1,3.0,2,50,1,11.0, ,1.8,4.6,3.333333333333
T0311,0,2,-8.0,2,50,1,13.0, ,2.0,4.2,3
T0311,0,3,3.875,2,50,1,11.0, ,2.0,3.4,3.333333333333
T0311,0,4,2.5,2,50,1,12.0, ,2.0,5.0,2.666666666667
T0312,0,1,4.375,1,36,1,6.0, ,1.0,2.2,4.428571428571
T0312,0,2,4.625,1,36,1,6.0, ,1.0,1.0,4.285714285714
T0312,0,3,4.5,1,36,1,6.0, ,1.0,1.2,5
T0312,0,4,4.5,1,36,1,6.0, ,1.0,1.2,4.714285714286
T0313,0,1,2.25,1,36,1,12.0, ,2.8,4.2,2.428571428571
T0313,0,2,3.625,1,36,1,10.0, ,2.8,4.0,3
T0313,0,3,3.25,1,36,1,7.0, ,2.0,3.4,3.571428571429
T0313,0,4,3.0,1,36,1,9.0, ,2.0,4.0,3.285714285714
T0314,0,1,3.875,2,47,1,9.0, ,2.0,2.4,4.285714285714
T0314,0,2,4.25,2,47,1,8.0, ,1.4,2.0,-8
T0314,0,3,4.5,2,47,1,7.0, ,2.0,2.0,4.285714285714
T0314,0,4,4.625,2,47,1,7.0, ,1.4,2.0,4.428571428571
T0315,0,1,3.625,2,47,1,6.0, ,2.0,2.8,3.333333333333
T0315,0,2,4.0,2,47,1,6.0, ,2.0,2.2,3.666666666667
T0315,0,3,3.75,2,47,1,7.0, ,2.2,3.2,2
T0315,0,4,3.75,2,47,1,8.0, ,2.4,3.4,4.333333333333
T0316,0,1,3.75,2,28,1,8.0, ,2.0,4.0,3.428571428571
T0316,0,2,3.5,2,28,1,7.0, ,4.0,2.8,3.857142857143
T0316,0,3,4.0,2,28,1,8.0, ,3.0,4.0,4.285714285714
T0316,0,4,3.5,2,28,1,29.0, ,2.4,4.0,3.857142857143
T0317,1,1,3.125,2,28,1,18.0,13,3.4,3.8,3.142857142857
T0317,1,2,3.25,2,28,1,15.0,13,3.0,3.6,3.142857142857
